"Dr. Lopez Marcos","Medico Clinico","Consultorio 1",Martes,09:00,Consulta,DISPONIBLE
"Dr. Lopez Marcos","Medico Clinico","Consultorio 1",Martes,09:00,"Control anual Medico Clinico",DISPONIBLE
"Dr. Lopez Marcos","Medico Clinico","Consultorio 1",Martes,09:00,"Vacunacion mayores de edad",DISPONIBLE
"Dr. Lopez Marcos","Medico Clinico","Consultorio 1",Martes,10:00,Consulta,DISPONIBLE
"Dr. Lopez Marcos","Medico Clinico","Consultorio 1",Martes,10:00,"Control anual Medico Clinico",DISPONIBLE
"Dr. Lopez Marcos","Medico Clinico","Consultorio 1",Martes,10:00,"Vacunacion mayores de edad",DISPONIBLE
"Dr. Lopez Marcos","Medico Clinico","Consultorio 1",Martes,11:00,Consulta,DISPONIBLE
"Dr. Lopez Marcos","Medico Clinico","Consultorio 1",Martes,11:00,"Control anual Medico Clinico",DISPONIBLE
"Dr. Lopez Marcos","Medico Clinico","Consultorio 1",Martes,11:00,"Vacunacion mayores de edad",DISPONIBLE
"Dr. Lopez Marcos","Medico Clinico","Consultorio 1",Martes,12:00,Consulta,DISPONIBLE
"Dr. Lopez Marcos","Medico Clinico","Consultorio 1",Martes,12:00,"Control anual Medico Clinico",DISPONIBLE
"Dr. Lopez Marcos","Medico Clinico","Consultorio 1",Martes,12:00,"Vacunacion mayores de edad",DISPONIBLE
"Dr. Lopez Marcos","Medico Clinico","Consultorio 1",Martes,13:00,Consulta,DISPONIBLE
"Dr. Lopez Marcos","Medico Clinico","Consultorio 1",Martes,13:00,"Control anual Medico Clinico",DISPONIBLE
"Dr. Lopez Marcos","Medico Clinico","Consultorio 1",Martes,13:00,"Vacunacion mayores de edad",DISPONIBLE
"Dr. Lopez Marcos","Medico Clinico","Consultorio 1",Martes,14:00,Consulta,DISPONIBLE
"Dr. Lopez Marcos","Medico Clinico","Consultorio 1",Martes,14:00,"Control anual Medico Clinico",DISPONIBLE
"Dr. Lopez Marcos","Medico Clinico","Consultorio 1",Martes,14:00,"Vacunacion mayores de edad",DISPONIBLE
"Dr. Lopez Marcos","Medico Clinico","Consultorio 1",Martes,15:00,Consulta,DISPONIBLE
"Dr. Lopez Marcos","Medico Clinico","Consultorio 1",Martes,15:00,"Control anual Medico Clinico",DISPONIBLE
"Dr. Lopez Marcos","Medico Clinico","Consultorio 1",Martes,15:00,"Vacunacion mayores de edad",DISPONIBLE
"Dr. Lopez Marcos","Medico Clinico","Consultorio 1",Martes,16:00,Consulta,DISPONIBLE
"Dr. Lopez Marcos","Medico Clinico","Consultorio 1",Martes,16:00,"Control anual Medico Clinico",DISPONIBLE
"Dr. Lopez Marcos","Medico Clinico","Consultorio 1",Martes,16:00,"Vacunacion mayores de edad",DISPONIBLE
"Dr. Lopez Marcos","Medico Clinico","Consultorio 1",Martes,17:00,Consulta,DISPONIBLE
"Dr. Lopez Marcos","Medico Clinico","Consultorio 1",Martes,17:00,"Control anual Medico Clinico",DISPONIBLE
"Dr. Lopez Marcos","Medico Clinico","Consultorio 1",Martes,17:00,"Vacunacion mayores de edad",DISPONIBLE
"Dr. Lopez Marcos","Medico Clinico","Consultorio 1",Miercoles,09:00,Consulta,DISPONIBLE
"Dr. Lopez Marcos","Medico Clinico","Consultorio 1",Miercoles,09:00,"Control anual Medico Clinico",DISPONIBLE
"Dr. Lopez Marcos","Medico Clinico","Consultorio 1",Miercoles,09:00,"Vacunacion mayores de edad",DISPONIBLE
"Dr. Lopez Marcos","Medico Clinico","Consultorio 1",Miercoles,10:00,Consulta,DISPONIBLE
"Dr. Lopez Marcos","Medico Clinico","Consultorio 1",Miercoles,10:00,"Control anual Medico Clinico",DISPONIBLE
"Dr. Lopez Marcos","Medico Clinico","Consultorio 1",Miercoles,10:00,"Vacunacion mayores de edad",DISPONIBLE
"Dr. Lopez Marcos","Medico Clinico","Consultorio 1",Miercoles,11:00,Consulta,DISPONIBLE
"Dr. Lopez Marcos","Medico Clinico","Consultorio 1",Miercoles,11:00,"Control anual Medico Clinico",DISPONIBLE
"Dr. Lopez Marcos","Medico Clinico","Consultorio 1",Miercoles,11:00,"Vacunacion mayores de edad",DISPONIBLE
"Dr. Lopez Marcos","Medico Clinico","Consultorio 1",Miercoles,12:00,Consulta,DISPONIBLE
"Dr. Lopez Marcos","Medico Clinico","Consultorio 1",Miercoles,12:00,"Control anual Medico Clinico",DISPONIBLE
"Dr. Lopez Marcos","Medico Clinico","Consultorio 1",Miercoles,12:00,"Vacunacion mayores de edad",DISPONIBLE
"Dr. Lopez Marcos","Medico Clinico","Consultorio 1",Miercoles,13:00,Consulta,DISPONIBLE
"Dr. Lopez Marcos","Medico Clinico","Consultorio 1",Miercoles,13:00,"Control anual Medico Clinico",DISPONIBLE
"Dr. Lopez Marcos","Medico Clinico","Consultorio 1",Miercoles,13:00,"Vacunacion mayores de edad",DISPONIBLE
"Dr. Lopez Marcos","Medico Clinico","Consultorio 1",Miercoles,14:00,Consulta,DISPONIBLE
"Dr. Lopez Marcos","Medico Clinico","Consultorio 1",Miercoles,14:00,"Control anual Medico Clinico",DISPONIBLE
"Dr. Lopez Marcos","Medico Clinico","Consultorio 1",Miercoles,14:00,"Vacunacion mayores de edad",DISPONIBLE
"Dr. Lopez Marcos","Medico Clinico","Consultorio 1",Miercoles,15:00,Consulta,DISPONIBLE
"Dr. Lopez Marcos","Medico Clinico","Consultorio 1",Miercoles,15:00,"Control anual Medico Clinico",DISPONIBLE
"Dr. Lopez Marcos","Medico Clinico","Consultorio 1",Miercoles,15:00,"Vacunacion mayores de edad",DISPONIBLE
"Dr. Lopez Marcos","Medico Clinico","Consultorio 1",Miercoles,16:00,Consulta,DISPONIBLE
"Dr. Lopez Marcos","Medico Clinico","Consultorio 1",Miercoles,16:00,"Control anual Medico Clinico",DISPONIBLE
"Dr. Lopez Marcos","Medico Clinico","Consultorio 1",Miercoles,16:00,"Vacunacion mayores de edad",DISPONIBLE
"Dr. Lopez Marcos","Medico Clinico","Consultorio 1",Miercoles,17:00,Consulta,DISPONIBLE
"Dr. Lopez Marcos","Medico Clinico","Consultorio 1",Miercoles,17:00,"Control anual Medico Clinico",DISPONIBLE
"Dr. Lopez Marcos","Medico Clinico","Consultorio 1",Miercoles,17:00,"Vacunacion mayores de edad",DISPONIBLE
"Dr. Lopez Marcos","Medico Clinico","Consultorio 1",Jueves,09:00,Consulta,DISPONIBLE
"Dr. Lopez Marcos","Medico Clinico","Consultorio 1",Jueves,09:00,"Control anual Medico Clinico",DISPONIBLE
"Dr. Lopez Marcos","Medico Clinico","Consultorio 1",Jueves,09:00,"Vacunacion mayores de edad",DISPONIBLE
"Dr. Lopez Marcos","Medico Clinico","Consultorio 1",Jueves,10:00,Consulta,DISPONIBLE
"Dr. Lopez Marcos","Medico Clinico","Consultorio 1",Jueves,10:00,"Control anual Medico Clinico",DISPONIBLE
"Dr. Lopez Marcos","Medico Clinico","Consultorio 1",Jueves,10:00,"Vacunacion mayores de edad",DISPONIBLE
"Dr. Lopez Marcos","Medico Clinico","Consultorio 1",Jueves,11:00,Consulta,DISPONIBLE
"Dr. Lopez Marcos","Medico Clinico","Consultorio 1",Jueves,11:00,"Control anual Medico Clinico",DISPONIBLE
"Dr. Lopez Marcos","Medico Clinico","Consultorio 1",Jueves,11:00,"Vacunacion mayores de edad",DISPONIBLE
"Dr. Lopez Marcos","Medico Clinico","Consultorio 1",Jueves,12:00,Consulta,DISPONIBLE
"Dr. Lopez Marcos","Medico Clinico","Consultorio 1",Jueves,12:00,"Control anual Medico Clinico",DISPONIBLE
"Dr. Lopez Marcos","Medico Clinico","Consultorio 1",Jueves,12:00,"Vacunacion mayores de edad",DISPONIBLE
"Dr. Lopez Marcos","Medico Clinico","Consultorio 1",Jueves,13:00,Consulta,DISPONIBLE
"Dr. Lopez Marcos","Medico Clinico","Consultorio 1",Jueves,13:00,"Control anual Medico Clinico",DISPONIBLE
"Dr. Lopez Marcos","Medico Clinico","Consultorio 1",Jueves,13:00,"Vacunacion mayores de edad",DISPONIBLE
"Dr. Lopez Marcos","Medico Clinico","Consultorio 1",Jueves,14:00,Consulta,DISPONIBLE
"Dr. Lopez Marcos","Medico Clinico","Consultorio 1",Jueves,14:00,"Control anual Medico Clinico",DISPONIBLE
"Dr. Lopez Marcos","Medico Clinico","Consultorio 1",Jueves,14:00,"Vacunacion mayores de edad",DISPONIBLE
"Dr. Lopez Marcos","Medico Clinico","Consultorio 1",Jueves,15:00,Consulta,DISPONIBLE
"Dr. Lopez Marcos","Medico Clinico","Consultorio 1",Jueves,15:00,"Control anual Medico Clinico",DISPONIBLE
"Dr. Lopez Marcos","Medico Clinico","Consultorio 1",Jueves,15:00,"Vacunacion mayores de edad",DISPONIBLE
"Dr. Lopez Marcos","Medico Clinico","Consultorio 1",Jueves,16:00,Consulta,DISPONIBLE
"Dr. Lopez Marcos","Medico Clinico","Consultorio 1",Jueves,16:00,"Control anual Medico Clinico",DISPONIBLE
"Dr. Lopez Marcos","Medico Clinico","Consultorio 1",Jueves,16:00,"Vacunacion mayores de edad",DISPONIBLE
"Dr. Lopez Marcos","Medico Clinico","Consultorio 1",Jueves,17:00,Consulta,DISPONIBLE
"Dr. Lopez Marcos","Medico Clinico","Consultorio 1",Jueves,17:00,"Control anual Medico Clinico",DISPONIBLE
"Dr. Lopez Marcos","Medico Clinico","Consultorio 1",Jueves,17:00,"Vacunacion mayores de edad",DISPONIBLE
"Dr. Lopez Marcos","Medico Clinico","Consultorio 1",Viernes,09:00,Consulta,DISPONIBLE
"Dr. Lopez Marcos","Medico Clinico","Consultorio 1",Viernes,09:00,"Control anual Medico Clinico",DISPONIBLE
"Dr. Lopez Marcos","Medico Clinico","Consultorio 1",Viernes,09:00,"Vacunacion mayores de edad",DISPONIBLE
"Dr. Lopez Marcos","Medico Clinico","Consultorio 1",Viernes,10:00,Consulta,DISPONIBLE
"Dr. Lopez Marcos","Medico Clinico","Consultorio 1",Viernes,10:00,"Control anual Medico Clinico",DISPONIBLE
"Dr. Lopez Marcos","Medico Clinico","Consultorio 1",Viernes,10:00,"Vacunacion mayores de edad",DISPONIBLE
"Dr. Lopez Marcos","Medico Clinico","Consultorio 1",Viernes,11:00,Consulta,DISPONIBLE
"Dr. Lopez Marcos","Medico Clinico","Consultorio 1",Viernes,11:00,"Control anual Medico Clinico",DISPONIBLE
"Dr. Lopez Marcos","Medico Clinico","Consultorio 1",Viernes,11:00,"Vacunacion mayores de edad",DISPONIBLE
"Dr. Lopez Marcos","Medico Clinico","Consultorio 1",Viernes,12:00,Consulta,DISPONIBLE
"Dr. Lopez Marcos","Medico Clinico","Consultorio 1",Viernes,12:00,"Control anual Medico Clinico",DISPONIBLE
"Dr. Lopez Marcos","Medico Clinico","Consultorio 1",Viernes,12:00,"Vacunacion mayores de edad",DISPONIBLE
"Dr. Lopez Marcos","Medico Clinico","Consultorio 1",Viernes,13:00,Consulta,DISPONIBLE
"Dr. Lopez Marcos","Medico Clinico","Consultorio 1",Viernes,13:00,"Control anual Medico Clinico",DISPONIBLE
"Dr. Lopez Marcos","Medico Clinico","Consultorio 1",Viernes,13:00,"Vacunacion mayores de edad",DISPONIBLE
"Dr. Lopez Marcos","Medico Clinico","Consultorio 1",Viernes,14:00,Consulta,DISPONIBLE
"Dr. Lopez Marcos","Medico Clinico","Consultorio 1",Viernes,14:00,"Control anual Medico Clinico",DISPONIBLE
"Dr. Lopez Marcos","Medico Clinico","Consultorio 1",Viernes,14:00,"Vacunacion mayores de edad",DISPONIBLE
"Dr. Lopez Marcos","Medico Clinico","Consultorio 1",Viernes,15:00,Consulta,DISPONIBLE
"Dr. Lopez Marcos","Medico Clinico","Consultorio 1",Viernes,15:00,"Control anual Medico Clinico",DISPONIBLE
"Dr. Lopez Marcos","Medico Clinico","Consultorio 1",Viernes,15:00,"Vacunacion mayores de edad",DISPONIBLE
"Dr. Lopez Marcos","Medico Clinico","Consultorio 1",Viernes,16:00,Consulta,DISPONIBLE
"Dr. Lopez Marcos","Medico Clinico","Consultorio 1",Viernes,16:00,"Control anual Medico Clinico",DISPONIBLE
"Dr. Lopez Marcos","Medico Clinico","Consultorio 1",Viernes,16:00,"Vacunacion mayores de edad",DISPONIBLE
"Dr. Lopez Marcos","Medico Clinico","Consultorio 1",Viernes,17:00,Consulta,DISPONIBLE
"Dr. Lopez Marcos","Medico Clinico","Consultorio 1",Viernes,17:00,"Control anual Medico Clinico",DISPONIBLE
"Dr. Lopez Marcos","Medico Clinico","Consultorio 1",Viernes,17:00,"Vacunacion mayores de edad",DISPONIBLE
"Dra. Garcia Luna","Medico Clinico","Consultorio 2",Lunes,09:00,Consulta,DISPONIBLE
"Dra. Garcia Luna","Medico Clinico","Consultorio 2",Lunes,09:00,"Control anual Medico Clinico",DISPONIBLE
"Dra. Garcia Luna","Medico Clinico","Consultorio 2",Lunes,09:00,"Vacunacion mayores de edad",DISPONIBLE
"Dra. Garcia Luna","Medico Clinico","Consultorio 2",Lunes,10:00,Consulta,DISPONIBLE
"Dra. Garcia Luna","Medico Clinico","Consultorio 2",Lunes,10:00,"Control anual Medico Clinico",DISPONIBLE
"Dra. Garcia Luna","Medico Clinico","Consultorio 2",Lunes,10:00,"Vacunacion mayores de edad",DISPONIBLE
"Dra. Garcia Luna","Medico Clinico","Consultorio 2",Lunes,11:00,Consulta,DISPONIBLE
"Dra. Garcia Luna","Medico Clinico","Consultorio 2",Lunes,11:00,"Control anual Medico Clinico",DISPONIBLE
"Dra. Garcia Luna","Medico Clinico","Consultorio 2",Lunes,11:00,"Vacunacion mayores de edad",DISPONIBLE
"Dra. Garcia Luna","Medico Clinico","Consultorio 2",Lunes,12:00,Consulta,DISPONIBLE
"Dra. Garcia Luna","Medico Clinico","Consultorio 2",Lunes,12:00,"Control anual Medico Clinico",DISPONIBLE
"Dra. Garcia Luna","Medico Clinico","Consultorio 2",Lunes,12:00,"Vacunacion mayores de edad",DISPONIBLE
"Dra. Garcia Luna","Medico Clinico","Consultorio 2",Lunes,13:00,Consulta,DISPONIBLE
"Dra. Garcia Luna","Medico Clinico","Consultorio 2",Lunes,13:00,"Control anual Medico Clinico",DISPONIBLE
"Dra. Garcia Luna","Medico Clinico","Consultorio 2",Lunes,13:00,"Vacunacion mayores de edad",DISPONIBLE
"Dra. Garcia Luna","Medico Clinico","Consultorio 2",Lunes,14:00,Consulta,DISPONIBLE
"Dra. Garcia Luna","Medico Clinico","Consultorio 2",Lunes,14:00,"Control anual Medico Clinico",DISPONIBLE
"Dra. Garcia Luna","Medico Clinico","Consultorio 2",Lunes,14:00,"Vacunacion mayores de edad",DISPONIBLE
"Dra. Garcia Luna","Medico Clinico","Consultorio 2",Lunes,15:00,Consulta,DISPONIBLE
"Dra. Garcia Luna","Medico Clinico","Consultorio 2",Lunes,15:00,"Control anual Medico Clinico",DISPONIBLE
"Dra. Garcia Luna","Medico Clinico","Consultorio 2",Lunes,15:00,"Vacunacion mayores de edad",DISPONIBLE
"Dra. Garcia Luna","Medico Clinico","Consultorio 2",Lunes,16:00,Consulta,DISPONIBLE
"Dra. Garcia Luna","Medico Clinico","Consultorio 2",Lunes,16:00,"Control anual Medico Clinico",DISPONIBLE
"Dra. Garcia Luna","Medico Clinico","Consultorio 2",Lunes,16:00,"Vacunacion mayores de edad",DISPONIBLE
"Dra. Garcia Luna","Medico Clinico","Consultorio 2",Lunes,17:00,Consulta,DISPONIBLE
"Dra. Garcia Luna","Medico Clinico","Consultorio 2",Lunes,17:00,"Control anual Medico Clinico",DISPONIBLE
"Dra. Garcia Luna","Medico Clinico","Consultorio 2",Lunes,17:00,"Vacunacion mayores de edad",DISPONIBLE
"Dra. Garcia Luna","Medico Clinico","Consultorio 2",Martes,09:00,Consulta,DISPONIBLE
"Dra. Garcia Luna","Medico Clinico","Consultorio 2",Martes,09:00,"Control anual Medico Clinico",DISPONIBLE
"Dra. Garcia Luna","Medico Clinico","Consultorio 2",Martes,09:00,"Vacunacion mayores de edad",DISPONIBLE
"Dra. Garcia Luna","Medico Clinico","Consultorio 2",Martes,10:00,Consulta,DISPONIBLE
"Dra. Garcia Luna","Medico Clinico","Consultorio 2",Martes,10:00,"Control anual Medico Clinico",DISPONIBLE
"Dra. Garcia Luna","Medico Clinico","Consultorio 2",Martes,10:00,"Vacunacion mayores de edad",DISPONIBLE
"Dra. Garcia Luna","Medico Clinico","Consultorio 2",Martes,11:00,Consulta,DISPONIBLE
"Dra. Garcia Luna","Medico Clinico","Consultorio 2",Martes,11:00,"Control anual Medico Clinico",DISPONIBLE
"Dra. Garcia Luna","Medico Clinico","Consultorio 2",Martes,11:00,"Vacunacion mayores de edad",DISPONIBLE
"Dra. Garcia Luna","Medico Clinico","Consultorio 2",Martes,12:00,Consulta,DISPONIBLE
"Dra. Garcia Luna","Medico Clinico","Consultorio 2",Martes,12:00,"Control anual Medico Clinico",DISPONIBLE
"Dra. Garcia Luna","Medico Clinico","Consultorio 2",Martes,12:00,"Vacunacion mayores de edad",DISPONIBLE
"Dra. Garcia Luna","Medico Clinico","Consultorio 2",Martes,13:00,Consulta,DISPONIBLE
"Dra. Garcia Luna","Medico Clinico","Consultorio 2",Martes,13:00,"Control anual Medico Clinico",DISPONIBLE
"Dra. Garcia Luna","Medico Clinico","Consultorio 2",Martes,13:00,"Vacunacion mayores de edad",DISPONIBLE
"Dra. Garcia Luna","Medico Clinico","Consultorio 2",Martes,14:00,Consulta,DISPONIBLE
"Dra. Garcia Luna","Medico Clinico","Consultorio 2",Martes,14:00,"Control anual Medico Clinico",DISPONIBLE
"Dra. Garcia Luna","Medico Clinico","Consultorio 2",Martes,14:00,"Vacunacion mayores de edad",DISPONIBLE
"Dra. Garcia Luna","Medico Clinico","Consultorio 2",Martes,15:00,Consulta,DISPONIBLE
"Dra. Garcia Luna","Medico Clinico","Consultorio 2",Martes,15:00,"Control anual Medico Clinico",DISPONIBLE
"Dra. Garcia Luna","Medico Clinico","Consultorio 2",Martes,15:00,"Vacunacion mayores de edad",DISPONIBLE
"Dra. Garcia Luna","Medico Clinico","Consultorio 2",Martes,16:00,Consulta,DISPONIBLE
"Dra. Garcia Luna","Medico Clinico","Consultorio 2",Martes,16:00,"Control anual Medico Clinico",DISPONIBLE
"Dra. Garcia Luna","Medico Clinico","Consultorio 2",Martes,16:00,"Vacunacion mayores de edad",DISPONIBLE
"Dra. Garcia Luna","Medico Clinico","Consultorio 2",Martes,17:00,Consulta,DISPONIBLE
"Dra. Garcia Luna","Medico Clinico","Consultorio 2",Martes,17:00,"Control anual Medico Clinico",DISPONIBLE
"Dra. Garcia Luna","Medico Clinico","Consultorio 2",Martes,17:00,"Vacunacion mayores de edad",DISPONIBLE
"Dra. Garcia Luna","Medico Clinico","Consultorio 2",Miercoles,09:00,Consulta,DISPONIBLE
"Dra. Garcia Luna","Medico Clinico","Consultorio 2",Miercoles,09:00,"Control anual Medico Clinico",DISPONIBLE
"Dra. Garcia Luna","Medico Clinico","Consultorio 2",Miercoles,09:00,"Vacunacion mayores de edad",DISPONIBLE
"Dra. Garcia Luna","Medico Clinico","Consultorio 2",Miercoles,10:00,Consulta,DISPONIBLE
"Dra. Garcia Luna","Medico Clinico","Consultorio 2",Miercoles,10:00,"Control anual Medico Clinico",DISPONIBLE
"Dra. Garcia Luna","Medico Clinico","Consultorio 2",Miercoles,10:00,"Vacunacion mayores de edad",DISPONIBLE
"Dra. Garcia Luna","Medico Clinico","Consultorio 2",Miercoles,11:00,Consulta,DISPONIBLE
"Dra. Garcia Luna","Medico Clinico","Consultorio 2",Miercoles,11:00,"Control anual Medico Clinico",DISPONIBLE
"Dra. Garcia Luna","Medico Clinico","Consultorio 2",Miercoles,11:00,"Vacunacion mayores de edad",DISPONIBLE
"Dra. Garcia Luna","Medico Clinico","Consultorio 2",Miercoles,12:00,Consulta,DISPONIBLE
"Dra. Garcia Luna","Medico Clinico","Consultorio 2",Miercoles,12:00,"Control anual Medico Clinico",DISPONIBLE
"Dra. Garcia Luna","Medico Clinico","Consultorio 2",Miercoles,12:00,"Vacunacion mayores de edad",DISPONIBLE
"Dra. Garcia Luna","Medico Clinico","Consultorio 2",Miercoles,13:00,Consulta,DISPONIBLE
"Dra. Garcia Luna","Medico Clinico","Consultorio 2",Miercoles,13:00,"Control anual Medico Clinico",DISPONIBLE
"Dra. Garcia Luna","Medico Clinico","Consultorio 2",Miercoles,13:00,"Vacunacion mayores de edad",DISPONIBLE
"Dra. Garcia Luna","Medico Clinico","Consultorio 2",Miercoles,14:00,Consulta,DISPONIBLE
"Dra. Garcia Luna","Medico Clinico","Consultorio 2",Miercoles,14:00,"Control anual Medico Clinico",DISPONIBLE
"Dra. Garcia Luna","Medico Clinico","Consultorio 2",Miercoles,14:00,"Vacunacion mayores de edad",DISPONIBLE
"Dra. Garcia Luna","Medico Clinico","Consultorio 2",Miercoles,15:00,Consulta,DISPONIBLE
"Dra. Garcia Luna","Medico Clinico","Consultorio 2",Miercoles,15:00,"Control anual Medico Clinico",DISPONIBLE
"Dra. Garcia Luna","Medico Clinico","Consultorio 2",Miercoles,15:00,"Vacunacion mayores de edad",DISPONIBLE
"Dra. Garcia Luna","Medico Clinico","Consultorio 2",Miercoles,16:00,Consulta,DISPONIBLE
"Dra. Garcia Luna","Medico Clinico","Consultorio 2",Miercoles,16:00,"Control anual Medico Clinico",DISPONIBLE
"Dra. Garcia Luna","Medico Clinico","Consultorio 2",Miercoles,16:00,"Vacunacion mayores de edad",DISPONIBLE
"Dra. Garcia Luna","Medico Clinico","Consultorio 2",Miercoles,17:00,Consulta,DISPONIBLE
"Dra. Garcia Luna","Medico Clinico","Consultorio 2",Miercoles,17:00,"Control anual Medico Clinico",DISPONIBLE
"Dra. Garcia Luna","Medico Clinico","Consultorio 2",Miercoles,17:00,"Vacunacion mayores de edad",DISPONIBLE
"Dra. Garcia Luna","Medico Clinico","Consultorio 2",Jueves,09:00,Consulta,DISPONIBLE
"Dra. Garcia Luna","Medico Clinico","Consultorio 2",Jueves,09:00,"Control anual Medico Clinico",DISPONIBLE
"Dra. Garcia Luna","Medico Clinico","Consultorio 2",Jueves,09:00,"Vacunacion mayores de edad",DISPONIBLE
"Dra. Garcia Luna","Medico Clinico","Consultorio 2",Jueves,10:00,Consulta,DISPONIBLE
"Dra. Garcia Luna","Medico Clinico","Consultorio 2",Jueves,10:00,"Control anual Medico Clinico",DISPONIBLE
"Dra. Garcia Luna","Medico Clinico","Consultorio 2",Jueves,10:00,"Vacunacion mayores de edad",DISPONIBLE
"Dra. Garcia Luna","Medico Clinico","Consultorio 2",Jueves,11:00,Consulta,DISPONIBLE
"Dra. Garcia Luna","Medico Clinico","Consultorio 2",Jueves,11:00,"Control anual Medico Clinico",DISPONIBLE
"Dra. Garcia Luna","Medico Clinico","Consultorio 2",Jueves,11:00,"Vacunacion mayores de edad",DISPONIBLE
"Dra. Garcia Luna","Medico Clinico","Consultorio 2",Jueves,12:00,Consulta,DISPONIBLE
"Dra. Garcia Luna","Medico Clinico","Consultorio 2",Jueves,12:00,"Control anual Medico Clinico",DISPONIBLE
"Dra. Garcia Luna","Medico Clinico","Consultorio 2",Jueves,12:00,"Vacunacion mayores de edad",DISPONIBLE
"Dra. Garcia Luna","Medico Clinico","Consultorio 2",Jueves,13:00,Consulta,DISPONIBLE
"Dra. Garcia Luna","Medico Clinico","Consultorio 2",Jueves,13:00,"Control anual Medico Clinico",DISPONIBLE
"Dra. Garcia Luna","Medico Clinico","Consultorio 2",Jueves,13:00,"Vacunacion mayores de edad",DISPONIBLE
"Dra. Garcia Luna","Medico Clinico","Consultorio 2",Jueves,14:00,Consulta,DISPONIBLE
"Dra. Garcia Luna","Medico Clinico","Consultorio 2",Jueves,14:00,"Control anual Medico Clinico",DISPONIBLE
"Dra. Garcia Luna","Medico Clinico","Consultorio 2",Jueves,14:00,"Vacunacion mayores de edad",DISPONIBLE
"Dra. Garcia Luna","Medico Clinico","Consultorio 2",Jueves,15:00,Consulta,DISPONIBLE
"Dra. Garcia Luna","Medico Clinico","Consultorio 2",Jueves,15:00,"Control anual Medico Clinico",DISPONIBLE
"Dra. Garcia Luna","Medico Clinico","Consultorio 2",Jueves,15:00,"Vacunacion mayores de edad",DISPONIBLE
"Dra. Garcia Luna","Medico Clinico","Consultorio 2",Jueves,16:00,Consulta,DISPONIBLE
"Dra. Garcia Luna","Medico Clinico","Consultorio 2",Jueves,16:00,"Control anual Medico Clinico",DISPONIBLE
"Dra. Garcia Luna","Medico Clinico","Consultorio 2",Jueves,16:00,"Vacunacion mayores de edad",DISPONIBLE
